FORMAT XLONE REPORT,DefnSheetName=_defntmp_,,,,,,,,,,,,,,,,
SET,Ledger Name,Project No,Project Description,Date,Period,Reference,Trans Nbr,Ordernr,Order Line Nbr,Document Type,Unique Number,Amount,Narrative 1,Narrative 2,Narrative 3,Funding Source,Accountnr
LIST,19PLACT,M204000,I-W Infrastructure - Wharf,30/06/2018,1,RJ000950,17,,,$REVJRNL,0,-746,1 x Lighting tower - June shutdown,ONSITE RENTAL GROUP; P028643/0,EOM Works Commitment accrual,MAINT,M204000.6230.28.00
LIST,19PLACT,M204000,I-W Infrastructure - Wharf,30/06/2018,1,RJ000950,18,,,$REVJRNL,0,-322,Lighting tower for June shutdown,COATES HIRE SERVICE; P028839/0,EOM Works Commitment accrual,MAINT,M204000.6230.28.00
LIST,19PLACT,M204000,I-W Infrastructure - Wharf,30/06/2018,1,RJ000950,19,,,$REVJRNL,0,-880,Supply shift coverage for Gerhard - June,MADSON MECHANICAL MAINTENANCE; P029210/0,EOM Works Commitment accrual,MAINT,M204000.6230.28.00
LIST,19PLACT,M204000,I-W Infrastructure - Wharf,30/06/2018,1,RJ000950,20,,,$REVJRNL,0,-880,Supply shift coverage for Gerhard - June,MADSON MECHANICAL MAINTENANCE; P029210/1,EOM Works Commitment accrual,MAINT,M204000.6230.28.00
LIST,19PLACT,M204000,I-W Infrastructure - Wharf,30/06/2018,1,RJ000950,21,,,$REVJRNL,0,0,CAVOTEC AUSTRALIA # 8957612888,TOLL IPEC - UTAH POINT; P029385/1,EOM Works Commitment accrual,MAINT,M204000.6230.28.00
LIST,19PLACT,M204000,I-W Infrastructure - Wharf,30/06/2018,1,RJ000950,22,,,$REVJRNL,0,"-2,410",Cavotec repairs - 20 June 2018,MADSON MECHANICAL MAINTENANCE; P029123/1,EOM Works Commitment accrual,MAINT,M204000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,INV-0341,1,P029449,00001,APINVP,162239,690,Relocate items at Utah point,,Western Power Solutions,MAINT,M301000.6105.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,17380873,2,P019733,00001,APINVP,162375,"1,377",Annual Hire Forklift 2.5t & Enviro Charg,,Coates Hire Operations Pty Ltd.,MAINT,M301000.6105.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,-325,Goods requested,MM ELECTRICAL MERCHANDISING; P028878/1,EOM Works Commitment accrual,MAINT,M301000.6230.01.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,-748,52382132 ROADMASTER WB2 LF YELLOW,DULUX AUSTRALIA; P021095/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-57,75MM BRUSH,DULUX AUSTRALIA; P024938/2,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,-86,75MM CUTTER,DULUX AUSTRALIA; P024938/2,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,-25,6130924783 APOLLO BASE TO SUIT XP 95,AUSLEC; P022670/2,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,"-1,138","Wormald Service Quote - OPT00603410, $3,",WORMALD T/A GAAM EMERGENCY PRODUCTS; P01,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,6,,,$REVJRNL,0,21,CYLINDER OXYGEN INDUST D SIZE,BOC GASES AUSTRALIA LIMITED; P026923/3,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,7,,,$REVJRNL,0,-207,BREATHING TUBE COVER FLAME RESISTANT,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,8,,,$REVJRNL,0,-266,BREATHING TUBE HEAVY DUTY RUBBER QRS,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,9,,,$REVJRNL,0,-597,CHARGER BATTERY ADFLO LI-ION,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,10,,,$REVJRNL,0,-74,COVER LENS (108MMx51MM) CLEAR CR39,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,11,,,$REVJRNL,0,-205,COVER LENS EXT 9100 STANDARD PK=10,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,12,,,$REVJRNL,0,-118,FILTER ORGANIC VAP/ACID/GAS,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,13,,,$REVJRNL,0,-56,FILTER PARTICLE ADFLO P SL,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,14,,,$REVJRNL,0,-34,LENS COVER EXT STD 140C 9000,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,15,,,$REVJRNL,0,-100,LENS COVER INSIDE 100 9002U PK5,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,16,,,$REVJRNL,0,-26,LENS COVER INSIDE 9002XF/X PK5,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,17,,,$REVJRNL,0,-165,LENS COVER INT 9100XX,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,18,,,$REVJRNL,0,-42,PLATE OUTER CLEAR CHIP RESIS 108MMx51MM,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,19,,,$REVJRNL,0,-90,SWEATBAND TOWELLING 100 & 9000 PK=2,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,20,,,$REVJRNL,0,-295,VISOR PLATE GRINDING PK5,BOC GASES AUSTRALIA LIMITED; P027381/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,21,,,$REVJRNL,0,-52,NOZZLE CUTTING 8C-A,BOC GASES AUSTRALIA LIMITED; P027714/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,22,,,$REVJRNL,0,-90,REGULATOR 8000 1000 KPA O2,BOC GASES AUSTRALIA LIMITED; P027714/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,23,,,$REVJRNL,0,-183,WASHER MUDGUARD M24 S/S,STAINLESS FASTENER SUPPLIES P/L; P021214,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,24,,,$REVJRNL,0,-191,COUNTERSINK CROSSHOLE 82D HSS 50MM,BLACKWOODS HARDWARE; P025799/2,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,25,,,$REVJRNL,0,-36,N10-20506 OLD 25MM RADIATOR BRUSH,DULUX AUSTRALIA; P024592/1,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,26,,,$REVJRNL,0,-75,N10-30559 UNIP RADIATOR BRUSH 50MM,DULUX AUSTRALIA; P024592/1,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,27,,,$REVJRNL,0,-38,Ryco 202 brass fittings male,DULUX AUSTRALIA; P028759/1,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,28,,,$REVJRNL,0,-84,02880165 40x6x51mm,BLACKWOODS HARDWARE; P027096/2,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,29,,,$REVJRNL,0,-11,04854782 30X5X65,BLACKWOODS HARDWARE; P027096/2,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,30,,,$REVJRNL,0,"-2,950",Perth to Hedland x 5 plates 3m x 4.5m x,RGR ROAD HAULAGE PTY LTD; P019519/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,31,,,$REVJRNL,0,-530,ANZ LABOUR AH ONSITE REPLACEMENT,EATON INDUSTRIES PTY LTD; P027646/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,32,,,$REVJRNL,0,-338,KIT K15 DISPLAY PANEL FOR 9155/9355,EATON INDUSTRIES PTY LTD; P027646/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,33,,,$REVJRNL,0,"-2,400",EL LABOUR COVERAGE 15/01/17 - 23/02/17,ACELECT PTY LTD; P024560/4,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,34,,,$REVJRNL,0,-175,25t Franna & Operator,HEDLAND HARBOUR INDUSTRIES; P026348/1,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,35,,,$REVJRNL,0,"-3,814",Stage 1 Shed,NORTHWEST SHEDMASTERS PTY LTD; P027879/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,36,,,$REVJRNL,0,-500,Site Attendance AC Repair Workshop Toile,MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,37,,,$REVJRNL,0,-252,Supply 20mm north pole gravel,HEDLAND EXCAVATION; P027145/1,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,38,,,$REVJRNL,0,-250,Stores East. A/C leaking,MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,39,,,$REVJRNL,0,"-2,153",Electrical Labour Hire May 2018,MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,40,,,$REVJRNL,0,"-1,283",80f EWP for 5 days PH,CERVAN MARINE & MAINTENANCE.; P028405/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,41,,,$REVJRNL,0,"-2,500",Service - Plant & Rock 20 Potys PPA site,TRUSTEE FOR THE SUMMA TRUST; P028046/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,42,,,$REVJRNL,0,-20,Con Note: 8938329248 Electroboard,TOLL IPEC - EAST SIDE; P028925/1,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,43,,,$REVJRNL,0,-209,Lower Limit Arm,BOLLINGER & CO; P028737/0,EOM Works Commitment accrual,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,16/06/2018,1,3934732,44,P028942,00001,APINVP,162198,123,RCBO 10KA C CURVE 10A 30MA 1P+N+E 1 MODU,,Auslec,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,26/06/2018,1,I9156556,45,P029272,00001,APINVP,162211,294,PAINT INTERTHANE 990 BASE YELLOW KIT,,Akzo Nobel Pty Ltd,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,27/06/2018,1,4000180,46,P028657,00001,APINVP,162214,147,PLUG 15A 240V 3PIN FLAT MALE,,Auslec,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,27/06/2018,1,4000180,47,P028657,00002,APINVP,162214,119,SOCKET OUTLET EXT 15A 250V FEMALE,,Auslec,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,27/06/2018,1,4000180,48,P028657,00003,APINVP,162214,326,CABLE BRAID 2C+E 2.5MM2 LAPP KABEL,,Auslec,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,29/06/2018,1,PH5227QC,49,P029444,00001,APINVP,162277,237,WEED KILLER ROUNDUP 20L,,Blackwoods Hardware,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,29/06/2018,1,PH5227QC,50,P029444,00001,APINVP,162277,237,WEED KILLER ROUNDUP 20L,,Blackwoods Hardware,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,51,P029220,00001,APINVP,162366,48,NUT HEX M12 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,52,P029220,00002,APINVP,162366,24,NUT HEX M16 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,53,P029220,00003,APINVP,162366,43,NUT HEX M20 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,54,P029220,00004,APINVP,162366,6,NUT HEX M6 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,55,P029220,00005,APINVP,162366,52,NUT NYLOC HEX M10 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,56,P029220,00006,APINVP,162366,68,NUT NYLOC HEX M12 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,57,P029220,00007,APINVP,162366,14,NUT NYLOC HEX M6 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,58,P029220,00008,APINVP,162366,26,NUT NYLOC HEX M8 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,59,P029220,00009,APINVP,162366,130,SCREW SET HEX HD 16X100 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,60,P029220,00010,APINVP,162366,99,SCREW SET HEX HD M16 X 65MM S/S.,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,61,P029220,00011,APINVP,162366,62,SCREW SET HEX HD 6X100 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,62,P029220,00013,APINVP,162366,14,WASHER FLAT M12 X 1.2MM S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,63,P029220,00014,APINVP,162366,6,WASHER FLAT M6 X 1.2MM S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,64,P029220,00015,APINVP,162366,6,WASHER FLAT M8 X 1.2MM S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,65,P029220,00016,APINVP,162366,100,WASHER MUDGUARD M12 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,66,P029220,00019,APINVP,162366,10,WASHER MUDGUARD M6 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,25/06/2018,1,202286,67,P029220,00020,APINVP,162366,26,WASHER MUDGUARD M8 S/S,,Stainless Fastener Supplies P/L,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,1/06/2018,1,0328,68,P028925,00055,APINVP,162179,20,Con Note: 8938329248 Electroboard,,Toll Ipec - East Side,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,2/05/2018,1,I9141216,69,P027669,00006,APINVP,162853,155,THINNER GTA220,,Akzo Nobel Pty Ltd,MAINT,M301000.6230.02.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-16,175",2017/18 Annual Hire of Telehandler 6.0t,COATES HIRE OPERATIONS PTY LTD.; P019731,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,"-35,555",Annual Hire Forklift 2.5t & Enviro Charg,COATES HIRE OPERATIONS PTY LTD.; P019733,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,"-4,895",Supply and install crib room trough,WGM PLUMBING PTY LTD; P027825/0,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,-164,Fix leaking tap in ladies amenities,WGM PLUMBING PTY LTD; P026163/0,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,"-4,275",Service - Contractor Service,MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,6,,,$REVJRNL,0,-363,"Repair tap washer - male block, Sba's re",WGM PLUMBING PTY LTD; P026645/0,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,7,,,$REVJRNL,0,"-5,648",Inspection Rig & Rescue Equipment,THE RIGGING SHED; P028010/1,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,8,,,$REVJRNL,0,"-1,760",Supply shift coverage for Gerhard - June,MADSON MECHANICAL MAINTENANCE; P029210/0,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,9,,,$REVJRNL,0,"-1,760",Supply shift coverage for Gerhard - June,MADSON MECHANICAL MAINTENANCE; P029210/1,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,10,,,$REVJRNL,0,-700,Vac out 9000L septic at Utah point,NORTH WEST ALLIANCE; P027699/1,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,11,,,$REVJRNL,0,-224,Unblock male amenities toilet urinal.,WGM PLUMBING PTY LTD; P027826/0,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,12,,,$REVJRNL,0,-237,Unblock male urinal - Inv-0476,WGM PLUMBING PTY LTD; P029441/0,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,13,,,$REVJRNL,0,-150,Clear blockage to male amenities toilet,WGM PLUMBING PTY LTD; P027982/0,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,14,,,$REVJRNL,0,"-1,859",Faults after Maintenance April,MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M301000,L-B Land & Buildings - Building,30/06/2018,1,RJ000950,15,,,$REVJRNL,0,"-2,585",Service - Contractor Service - MJW,MJW BUILDING PTY LTD; P028711/0,EOM Works Commitment accrual,MAINT,M301000.6230.28.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,1/07/2018,1,15770,1,P028407,00001,APINVP,162249,"1,024",33A Bayman Street,,Port Hedland Glazing & Building Maintena,MAINT,M302000.6105.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,1/07/2018,1,15770,2,,,APINVP,162249,"-1,024",33A Bayman Street,,Port Hedland Glazing & Building Maintena,MAINT,M302000.6105.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,1/07/2018,1,15770,3,,,APINVP,162249,"1,126",33A Bayman Street,,Port Hedland Glazing & Building Maintena,MAINT,M302000.6105.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,28/06/2018,1,PPAPH1814,4,P028629,00001,APINVP,162319,420,Service - Contractor Service 2,,Mechanical Project Services Pty Ltd,MAINT,M302000.6105.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,-517,Fortnightly Gardening Services,POINCIANA NURSERY; P027628/0,EOM Works Commitment accrual,MAINT,M302000.6230.01.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-1,973",68 SUTHERLAND ST Move Gas Bottles,ACELECT PTY LTD; P026446/0,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,-600,Desert Rose - November 2017 Garden Maint,TRUSTEE FOR THE SUMMA TRUST; P023770/0,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,-420,Service - Contractor Service 2,MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,-25,6120003741 ENCLOSURE PANEL INSULATED 450,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,-23,6120018290 SWITCH 2G 16A 250V AC S/MTG I,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,6,,,$REVJRNL,0,-15,6120018303 SWITCH 1G 16A 250V AC S/MTG I,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,7,,,$REVJRNL,0,-26,6120019095 CONDUIT SADDLE FULL 20MM S/S,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,8,,,$REVJRNL,0,-30,6120019099 CONDUIT SADDLE FULL 25MM S/S,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,9,,,$REVJRNL,0,-20,6120019610 POWERPOINT 1G 15A 250V AC HOR,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,10,,,$REVJRNL,0,-4,6120019921 GRID & COVER SW 1G H/V/MNT LG,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,11,,,$REVJRNL,0,-14,6120020749 CONDUIT J/BOX RND 20MM 1WAY S,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,12,,,$REVJRNL,0,-14,6120020782 CONDUIT J/BOX RND 25MM 1WAY S,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
